ID	label_en	synonym_en	label_ja	synonym_ja	notification_number	Mondo
2200901	[Shoman] Acute encephalopathy with biphasic seizures and late reduced diffusion	AESD	[小慢] 痙攣重積型急性脳症	痙攣重積型（二相性）急性脳症	20	MONDO:0018198
2200902	[Shoman] Autoimmune encephalitis		[小慢] 自己免疫介在性脳炎・脳症		21	MONDO:0020640
2200903	[Shoman] Acute encephalitis with refractory, repetitive partial seizures	AERRPS	[小慢] 難治頻回部分発作重積型急性脳炎		81	MONDO:0015584
2200904	[Shoman] Multiple sclerosis	MS	[小慢] 多発性硬化症		62	MONDO:0005301
2200905	[Shoman] Chronic inflammatory demyelinating polyneuropathy	CIDP	[小慢] 慢性炎症性脱髄性多発神経炎		102	MONDO:0002335|MONDO:0006702|MONDO:0007691
2200906	[Shoman] Myasthenia gravis	MG	[小慢] 重症筋無力症		22	MONDO:0009688
2200907	[Shoman] Lactose intolerance		[小慢] 乳糖不耐症		29	MONDO:0009116
2200908	[Shoman] Congenital sucrase-isomaltase deficiency	CSID	[小慢] ショ糖イソ麦芽糖分解酵素欠損症		26	MONDO:0009114
2200909	[Shoman] Glucose-galactose malabsorption	GGM	[小慢] 先天性グルコース・ガラクトース吸収不良症		27	MONDO:0011731
2200910	[Shoman] Enterokinase deficiency		[小慢] エンテロキナーゼ欠損症		25	MONDO:0009173
2200911	[Shoman] Amylase deficiency		[小慢] アミラーゼ欠損症		24	MONDO:0015169
2200912	[Shoman] Lipase deficiency		[小慢] リパーゼ欠損症		31	MONDO:0013700
2200913	[Shoman] Microvillus inclusion disease	Congenital microvillus atrophy	[小慢] 微絨毛封入体病	先天性微絨毛萎縮症	30	MONDO:0009635
2200914	[Shoman] Intestinal lymphangiectasia		[小慢] 腸リンパ管拡張症		28	MONDO:0018178
2200915	[Shoman] Familial adenomatous polyposis	FAP	[小慢] 家族性腺腫性ポリポーシス		40	MONDO:0021055
2200916	[Shoman] Juvenile polyposis		[小慢] 若年性ポリポーシス		41	MONDO:0017380
2200917	[Shoman] Peutz-Jeghers syndrome		[小慢] ポイツ・ジェガース症候群	Peutz-Jeghers症候群	42	MONDO:0008280
2200918	[Shoman] Cowden syndrome		[小慢] カウデン症候群	Cowden症候群	39	MONDO:0016063
2200919	[Shoman] Cyclic vomiting syndrome	CVS	[小慢] 周期性嘔吐症候群		19	MONDO:0010778
2200920	[Shoman] Ulcerative colitis		[小慢] 潰瘍性大腸炎		1	MONDO:0005101
2200921	[Shoman] Crohn's disease		[小慢] クローン病	Crohn病	2	MONDO:0005011
2200922	[Shoman] Early-onset inflammatory bowel disease		[小慢] 早期発症型炎症性腸疾患		4	
2200925	[Shoman] Chronic nonspecific multiple ulcers of the small intestine	Chronic enteropathy associated with SLCO2A1|CEAS	[小慢] 非特異性多発性小腸潰瘍症		34	MONDO:0018766
2200926	[Shoman] Acute liver failure with hepatic coma	Hepatic coma	[小慢] 急性肝不全（昏睡型）		17	
2200927	[Shoman] Neonatal hemochromatosis	Neonatal haemochromatosis	[小慢] 新生児ヘモクロマトーシス		45	MONDO:0009275
2200928	[Shoman] Autoimmune hepatitis	AIH	[小慢] 自己免疫性肝炎		44	MONDO:0016264
2200929	[Shoman] Primary sclerosing cholangitis	PSC	[小慢] 原発性硬化性胆管炎		43	MONDO:0013433|MONDO:0018646
2200930	[Shoman] biliary atresia	BA	[小慢] 胆道閉鎖症		16	MONDO:0008867|MONDO:0028737
2200931	[Shoman] Alagille syndrome		[小慢] アラジール症候群	Alagille症候群	11	MONDO:0007318
2200932	[Shoman] Non-syndromic paucity of intrahepatic bile duct		[小慢] 肝内胆管減少症	非症候性肝内胆管減少症	12	
2200933	[Shoman] Progressive familial intrahepatic cholestasis	PFIC	[小慢] 進行性家族性肝内胆汁うっ滞症		13	MONDO:0015762
2200934	[Shoman] Caroli disease		[小慢] 先天性多発肝内胆管拡張症	カロリ病|Caroli病	14	MONDO:0010913|MONDO:0018808
2200935	[Shoman] Congenital biliary dilatation		[小慢] 先天性胆道拡張症		15	
2200936	[Shoman] Congenital hepatic fibrosis	CHF	[小慢] 先天性肝線維症		10	MONDO:0018840
2200937	[Shoman] Liver cirrhosis		[小慢] 肝硬変症		9	MONDO:0005155
2200938	[Shoman] Portal hypertension	Banti syndrome	[小慢] 門脈圧亢進症	バンチ症候群	7	MONDO:0005080|MONDO:0021969
2200939	[Shoman] Congenital absence of portal vein	CAPV	[小慢] 先天性門脈欠損症		6	
2200940	[Shoman] Congenital hepatoportal arteriovenous fistula		[小慢] 門脈・肝動脈瘻		8	
2200941	[Shoman] Crigler-Najjar syndrome		[小慢] クリグラー・ナジャー症候群	Crigler-Najjar症候群	18	MONDO:0009044
2200942	[Shoman] Hereditary pancreatitis		[小慢] 遺伝性膵炎		32	MONDO:0008185
2200943	[Shoman] Autoimmune pancreatitis		[小慢] 自己免疫性膵炎		33	MONDO:0015175
2200944	[Shoman] Short bowel syndrome		[小慢] 短腸症		23	MONDO:0015183
2200945	[Shoman] Hirschsprung disease	Hirschsprung's disease	[小慢] ヒルシュスプルング病	Hirschsprung病	37	MONDO:0018309
2200946	[Shoman] Chronic idiopathic intestinal pseudo-obstruction	CIIP	[小慢] 慢性特発性偽性腸閉塞症		38	MONDO:0017574
2200947	[Shoman] Megacystis-microcolon-intestinal hypoperistalsis syndrome	MMIHS	[小慢] 巨大膀胱短小結腸腸管蠕動不全症		35	MONDO:0007960
2200948	[Shoman] Congenital Isolated Hypoganglionosis		[小慢] 腸管神経節細胞僅少症		36	MONDO:0018309|MONDO:0008738
2200949	[Shoman] Giant hepatic hemangiomas	Giant hepatic haemangiomas|Critical infantile hepatic haemangioma	[小慢] 肝巨大血管腫	乳幼児難治性肝血管腫	5	
2200950	[Shoman] Persistent cloaca		[小慢] 総排泄腔遺残		21	MONDO:0009774
2200951	[Shoman] Cloacal exstrophy		[小慢] 総排泄腔外反症		22	MONDO:0009774
2200952	[Shoman] Coffin-Lowry syndrome		[小慢] コフィン・ローリー症候群	Coffin-Lowry症候群	16	MONDO:0010561
2200953	[Shoman] Sotos syndrome		[小慢] ソトス症候群	Sotos症候群	26	MONDO:0019349
2200954	[Shoman] Smith-Magenis syndrome		[小慢] スミス・マギニス症候群	Smith-Magenis症候群	23	MONDO:0008434
2200955	[Shoman] Rubinstein-Taybi syndrome		[小慢] ルビンシュタイン・テイビ症候群	Rubinstein-Taybi症候群	38	MONDO:0019188
2200956	[Shoman] Kabuki syndrome		[小慢] 歌舞伎症候群		12	MONDO:0016512
2200957	[Shoman] Weaver syndrome		[小慢] ウィーバー症候群	Weaver症候群	9	MONDO:0010193
2200958	[Shoman] Cornelia de Lange syndrome		[小慢] コルネリア・デランゲ症候群	Cornelia de Lange症候群	17	MONDO:0016033
2200959	[Shoman] Beckwith-Wiedemann syndrome		[小慢] ベックウィズ・ヴィーデマン症候群	Beckwith-Wiedemann症候群	33	MONDO:0007534
2200960	[Shoman] Angelman syndrome		[小慢] アンジェルマン症候群	Angelman症候群	1	MONDO:0007113
2200961	[Shoman] 5p- syndrome	5p deletion syndrome	[小慢] 5p-症候群	5p欠失症候群	2	MONDO:0007404
2200962	[Shoman] 4p- Syndrome	4p deletion syndrome	[小慢] 4p-症候群	4p欠失症候群	6	MONDO:0008684
2200963	[Shoman] Trisomy 18	18 trisomy syndrome|Chromosome 18 duplication|Edwards syndrome	[小慢] 18トリソミー症候群		4	MONDO:0018071
2200964	[Shoman] Trisomy 13	13 trisomy syndrome|Patau syndrome	[小慢] 13トリソミー症候群		3	MONDO:0018068
2200965	[Shoman] Down syndrome	Trisomy 21	[小慢] ダウン症候群	Down症候群	5	MONDO:0008608
2200966	[Shoman] Other chromosomal abnormalities	Autosome	[小慢] 9から14までに掲げるもののほか、常染色体異常		7	
2200967	[Shoman] CFC Syndrome	Cardio-facio-cutaneuos syndrome	[小慢] CFC症候群	cardio-facio-cutaneous症候群|心臓・顔・皮膚症候群	19	MONDO:0015280
2200968	[Shoman] Marfan syndrome		[小慢] マルファン症候群	Marfan症候群	34	MONDO:0007947
2200969	[Shoman] Loeys-Dietz syndrome		[小慢] ロイス・ディーツ症候群		39	MONDO:0018954
2200970	[Shoman] Camurati-Engelmann disease		[小慢] カムラティ・エンゲルマン症候群		13	MONDO:0007542
2200971	[Shoman] Costello syndrome		[小慢] コステロ症候群	Costello症候群	14	MONDO:0009026
2200972	[Shoman] CHARGE syndrome		[小慢] チャージ症候群	CHARGE症候群	28	MONDO:0008965
2200973	[Shoman] Hallermann-Streiff syndrome	HSS|Hallermann-Streiff-Francois syndrome|Oculo-mandibulo-facial syndrome	[小慢] ハーラマン・ストライフ症候群	眼・下顎・顔症候群	30	MONDO:0009318
2200974	[Shoman] Incontinentia pigmenti	Bloch-Sulzberger syndrome	[小慢] 色素失調症		20	MONDO:0010631
2200975	[Shoman] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[小慢] アントレー・ビクスラー症候群	Antley-Bixler症候群	8	MONDO:0008803
2200976	[Shoman] Pfeiffer syndrome		[小慢] ファイファー症候群	Pfeiffer症候群	32	MONDO:0005810|MONDO:0007043
2200977	[Shoman] Coffin-Siris syndrome		[小慢] コフィン・シリス症候群	Coffin-Siris症候群	15	MONDO:0015452
2200978	[Shoman] Simpson-Golabi-Behmel syndrome	SGS|SGBS	[小慢] シンプソン・ゴラビ・ベーメル症候群	Simpson-Golabi-Behmel症候群	22	MONDO:0010731
2200979	[Shoman] Smith-Lemli-Opitz syndrome		[小慢] スミス・レムリ・オピッツ症候群	Smith-Lemli-Opitz症候群	24	MONDO:0010035
2200980	[Shoman] Moebius syndrome	Möbius syndrome	[小慢] メビウス症候群	Moebius症候群	35	MONDO:0008006
2200981	[Shoman] Mowat-Wilson syndrome		[小慢] モワット・ウィルソン症候群	Mowat-Wilson症候群	36	MONDO:0009341
2200982	[Shoman] Young-Simpson syndrome		[小慢] ヤング・シンプソン症候群	Young-Simpson症候群	37	MONDO:0011365
2200983	[Shoman] VATER syndrome		[小慢] VATER症候群		31	MONDO:0008642
2200984	[Shoman] MECP2 duplication syndrome		[小慢] MECP2重複症候群		10	MONDO:0010283
2200985	[Shoman] Takenouchi-Kosaki syndrome		[小慢] 武内・小崎症候群		27	MONDO:0014757
2200986	[Shoman] Oculocutaneous albinism	OCA	[小慢] 眼皮膚白皮症	先天性白皮症	1	MONDO:0018910
2200987	[Shoman] Keratinopathic ichthyosis		[小慢] ケラチン症性魚鱗癬		5	MONDO:0017266
2200991	[Shoman] Autosomal recessive congenital ichthyosis		[小慢] 常染色体劣性遺伝性魚鱗癬		7	MONDO:0017265
2200992	[Shoman] Harlequin ichthyosis		[小慢] 道化師様魚鱗癬		8	MONDO:0009443
2200993	[Shoman] Netherton syndrome		[小慢] ネザートン症候群	Netherton症候群	9	MONDO:0009735
2200994	[Shoman] Sjögren-Larsson syndrome	Sjogren-Larsson syndrome	[小慢] シェーグレン・ラルソン症候群	Sjögren-Larsson症候群	6	MONDO:0010031
2200995	[Shoman] Other congenital ichthyoses		[小慢] 2から6までに掲げるもののほか、先天性魚鱗癬		10	
2201000	[Shoman] Epidermolysis bullosa		[小慢] 表皮水疱症		15	MONDO:0006541
2201001	[Shoman] Pustular psoriasis	Generalized pustular psoriasis|GPP	[小慢] 膿疱性乾癬（汎発型）		13	MONDO:0022205
2201002	[Shoman] Xeroderma pigmentosum	XP	[小慢] 色素性乾皮症		3	MONDO:0019600
2201003	[Shoman] von Recklinghausen's disease	Neurofibromatosis type 1	[小慢] レックリングハウゼン病	神経線維腫症I型|Recklinghausen病	17	MONDO:0018975|MONDO:0021061
2201004	[Shoman] Pachydermoperiostosis	PDP	[小慢] 肥厚性皮膚骨膜症		14	MONDO:0009799|MONDO:0016620
2201005	[Shoman] Anhidrotic ectodermal dysplasia		[小慢] 無汗性外胚葉形成不全		16	MONDO:0016535
2201006	[Shoman] Stevens-Johnson syndrome	Toxic epidermal necrolysis|SJS	[小慢] スティーヴンス・ジョンソン症候群	Stevens-Johnson症候群|皮膚粘膜眼症候群	4	MONDO:0018229
2201008	[Shoman] Thoracic insufficiency syndrome		[小慢] 胸郭不全症候群		1	MONDO:0015929
2201009	[Shoman] Achondroplasia		[小慢] 軟骨無形成症		14	MONDO:0007037
2201010	[Shoman] Hypochondroplasia		[小慢] 軟骨低形成症		13	MONDO:0007793
2201011	[Shoman] Osteogenesis imperfecta		[小慢] 骨形成不全症		3	MONDO:0019019
2201012	[Shoman] Hypophosphatasia		[小慢] 低ホスファターゼ症		9	MONDO:0018570
2201013	[Shoman] Osteopetrosis		[小慢] 大理石骨病		6	MONDO:0017198
2201014	[Shoman] Multiple cartilaginous exostosis	Hereditary multiple exostosis	[小慢] 多発性軟骨性外骨腫症		8	MONDO:0005508
2201015	[Shoman] Enchondromatosis	Ollier disease|Osteochondromatosis|Dyschondroplasia	[小慢] 内軟骨腫症		12	MONDO:0005508|MONDO:0008145
2201016	[Shoman] Type II collagenopathy		[小慢] 2型コラーゲン異常症関連疾患		15	MONDO:0015627|MONDO:0016068|MONDO:0022800
2201017	[Shoman] Chondrodysplasia punctata		[小慢] 点状軟骨異形成症		11	MONDO:0019701
2201018	[Shoman] Pseudoachondroplasia		[小慢] 偽性軟骨無形成症		2	MONDO:0008322
2201019	[Shoman] Larsen syndrome		[小慢] ラーセン症候群	Larsen症候群	17	MONDO:0007875
2201020	[Shoman] Fibrodysplasia ossificans progressiva	FOP	[小慢] 進行性骨化性線維異形成症		5	MONDO:0003964|MONDO:0007606
2201021	[Shoman] Transient receptor potential cation channel, vanilloid subfamily, member 4 -associated disorders	TRPV4-associated disorders	[小慢] TRPV4異常症		10	MONDO:0018240
2201022	[Shoman] Osteosclerotic diseases		[小慢] 骨硬化性疾患		4	MONDO:0002933
2201026	[Shoman] Beals syndrome	Congenital contractural arachnodactyly	[小慢] ビールズ症候群	Beals症候群|遠位型多発性関節拘縮症9型	16	MONDO:0007363
2201027	[Shoman] Blue rubber bleb nevus syndrome		[小慢] 青色ゴムまり様母斑症候群	Bean症候群	3	MONDO:0007203
2201028	[Shoman] Gigantic venous malformation	Huge venous malformation	[小慢] 巨大静脈奇形		4	
2201029	[Shoman] Huge arteriovenous malformation	Gigantic arteriovenous malformation	[小慢] 巨大動静脈奇形		5	
2201030	[Shoman] Klippel-Trenaunay-Weber syndrome	Klippel–Trénaunay syndrome	[小慢] クリッペル・トレノネー・ウェーバー症候群	Klippel-Trenanay-Weber症候群	6	MONDO:0007864
2201031	[Shoman] Primary lymphedema		[小慢] 原発性リンパ浮腫		7	MONDO:0019175
2201032	[Shoman] Lymphangioma		[小慢] リンパ管腫		8	MONDO:0002013
2201033	[Shoman] Lymphangiomatosis		[小慢] リンパ管腫症		9	MONDO:0015408
2201034	[Shoman] Hereditary hemorrhagic telangiectasia	HHT|Osler-Weber-Rendu disease|Hereditary haemorrhagic telangiectasia	[小慢] 遺伝性出血性末梢血管拡張症	オスラー病	1	MONDO:0019180
2201035	[Shoman] Kasabach-Merritt syndrome		[小慢] カサバッハ・メリット症候群	Kasabach-Merritt症候群	2	MONDO:0007708
2201385	[Shoman] Galloway-Mowat syndrome		[小慢] ギャロウェイ・モワト症候群	Galloway-Mowat症候群	22	MONDO:0009627
2201386	[Shoman] Autosomal dominant tubulointerstitial kidney disease	ADTKD	[小慢] 常染色体優性尿細管間質性腎疾患		5	MONDO:0008264
2201391	[Shoman] Branchio-oto-renal syndrome	BOR syndrome	[小慢] 鰓耳腎症候群	BOR症候群	7	MONDO:0007029|MONDO:0018878
2201392	[Shoman] Holt-Oram syndrome		[小慢] ホルト・オーラム症候群	Holt-Oram症候群|Heart-Hand症候群I型|心臓-手症候群I型	92	MONDO:0007732
2201393	[Shoman] CASK abnormality		[小慢] ＣＡＳＫ異常症		85	MONDO:0010417
2201394	[Shoman] Hemimegaloencephaly		[小慢] 片側巨脳症		92	MONDO:0020492
2201395	[Shoman] DDX3X-related neurodevelopmental disorder		[小慢] DDX3X関連神経発達異常症		63	MONDO:0010497
2201396	[Shoman] Congenital disorders of glycosylation	CDG	[小慢] 先天性グリコシル化異常症		64	MONDO:0015286
2201397	[Shoman] Aicardi syndrome		[小慢] アイカルディ症候群	Aicardi症候群	66	MONDO:0010568
2201398	[Shoman] Ohtahara syndrome		[小慢] 大田原症候群		67	MONDO:0100062
2201399	[Shoman] Ring chromosome 20 syndrome		[小慢] 環状20番染色体症候群		68	MONDO:0015436
2201400	[Shoman] GRIN2B-related neurodevelopmental disorder		[小慢] GRIN2B関連神経発達異常症		69	MONDO:0014505|MONDO:0035122|MONDO:0013509
2201401	[Shoman] Hypothalamic hamartoma syndrome		[小慢] 視床下部過誤腫症候群		70	MONDO:0009436
2201402	[Shoman] Epileptic encephalopathy with continuous spike-and-wave during sleep		[小慢] 徐波睡眠期持続性棘徐波を示すてんかん性脳症		71	MONDO:0019123|MONDO:0022858
2201403	[Shoman] Early myoclonic encephalopathy		[小慢] 早期ミオクロニー脳症		72	MONDO:0016022
2201404	[Shoman] PCDH19-related syndrome		[小慢] PCDH19関連症候群		75	MONDO:0010246
2201405	[Shoman] PURA-related neurodevelopmental disorders		[小慢] PURA関連神経発達異常症		76	MONDO:0018580
2201406	[Shoman] Epilepsy with myoclonic absence		[小慢] ミオクロニー欠神てんかん		77	MONDO:0019487
2201407	[Shoman] Epilepsy with myoclonic-atonic seizures		[小慢] ミオクロニー脱力発作を伴うてんかん		78	MONDO:0016025
2201408	[Shoman] Epilepsy of infancy with migrating focal seizures	EIMFS	[小慢] 遊走性焦点発作を伴う乳児てんかん		79	MONDO:0017385|MONDO:0100025
2201409	[Shoman] Vitamine B6-dependent epilepsy		[小慢] ビタミンB6依存性てんかん		99	MONDO:0009945
2201413	[Shoman] Bilirubin encephalopathy in preterm infants		[小慢] 早産児ビリルビン脳症		58	
2201414	[Shoman] WDR45 associated neurodegeneration	SENDA/BPAN	[小慢] WDR45関連神経変性症		95	MONDO:0010476
2201415	[Shoman] 		[小慢] 染色体又は遺伝子異常を伴い特徴的な形態的異常の組み合わせを呈する症候群（厚生労働省健康局長の定めるものに限る。）		25	
2201420	[Shoman] Localized scleroderma/morphea		[小慢] 限局性強皮症		2	MONDO:0019562
2201426	[Shoman] Thanatophoric dysplasia		[小慢] タナトフォリック骨異形成症		7	MONDO:0017042
