ID	label_en	synonym_en	label_ja	synonym_ja	notification_number	Mondo
2200575	[Shoman] Peroxisome biogenesis disorders	PBD	[小慢] ペルオキシソーム形成異常症	PEX遺伝子異常症	82	MONDO:0019234
2200576	[Shoman] Adrenoleukodystrophy		[小慢] 副腎白質ジストロフィー		81	MONDO:0018544
2200577	[Shoman] Refsum disease		[小慢] レフサム病	Refsum病	83	MONDO:0009958
2200578	[Shoman] Other peroxisomal diseases		[小慢] 103から105までに掲げるもののほか、ペルオキシソーム病		84	
2200579	[Shoman] Wilson disease		[小慢] ウィルソン病	Wilson病	25	MONDO:0010200
2200580	[Shoman] Menkes disease		[小慢] メンケス病	Menkes病	29	MONDO:0010651
2200581	[Shoman] Occipital horn syndrome		[小慢] オクシピタル・ホーン症候群		26	MONDO:0010572
2200582	[Shoman] Aceruloplasminemia	Aceruloplasminaemia	[小慢] 無セルロプラスミン血症		28	MONDO:0011426
2200583	[Shoman] Sulfite oxidase deficiency		[小慢] 亜硫酸酸化酵素欠損症		24	MONDO:0010089
2200584	[Shoman] Acrodermatitis enteropathica		[小慢] 先天性腸性肢端皮膚炎		27	MONDO:0008713
2200585	[Shoman] Other disorders of metal metabolism		[小慢] 107から112までに掲げるもののほか、金属代謝異常症		30	
2200586	[Shoman] Lesch-Nyhan syndrome	Hypoxanthine-guanine phosphoribosyltransferase deficiency|HPRT deficiency	[小慢] ヒポキサンチングアニンホスホリボシルトランスフェラーゼ欠損症	レッシュ・ナイハン症候群|Lesch-Nyhan症候群	79	MONDO:0010298|MONDO:0016088
2200587	[Shoman] Adenine phosphoribosyltransferase deficiency		[小慢] アデニンホスホリボシルトランスフェラーゼ欠損症		75	MONDO:0013869
2200588	[Shoman] Xanthinuria		[小慢] キサンチン尿症		77	MONDO:0000721
2200589	[Shoman] Genetic defects in urate transporters		[小慢] 尿酸トランスポーター異常症		78	
2200590	[Shoman] Orotic aciduria		[小慢] オロト酸尿症	オロチン酸尿症	76	MONDO:0009797
2200591	[Shoman] Other disorders of purine and pyrimidine metabolism		[小慢] 114から118までに掲げるもののほか、プリンピリミジン代謝異常症		80	
2200592	[Shoman] Hereditary folate malabsorption	Congenital folate malabsorption	[小慢] 先天性葉酸吸収不全症		73	MONDO:0009238
2200593	[Shoman] Other disorders of vitamin metabolism		[小慢] 120に掲げるもののほか、ビタミン代謝異常症		74	
2200594	[Shoman] Tetrahydrobiopterin deficiency	BH4 deficiency	[小慢] ビオプテリン代謝異常症	BH4欠損症	54	MONDO:0016543
2200595	[Shoman] Tyrosine hydroxylase deficiency		[小慢] チロシン水酸化酵素欠損症		52	MONDO:0100064
2200596	[Shoman] Aromatic L-amino acid decarboxylase deficiency		[小慢] 芳香族L－アミノ酸脱炭酸酵素欠損症		55	MONDO:0012084
2200597	[Shoman] Dopamine beta hydroxylase deficiency	dopamine-β-hydroxylase deficiency	[小慢] ドーパミンβ-水酸化酵素欠損症		53	MONDO:0009123
2200598	[Shoman] Gamma-amino butyrate aminotransferase deficiency		[小慢] GABAアミノ基転移酵素欠損症		50	MONDO:0013166
2200599	[Shoman] Succinic semialdehyde dehydrogenase deficiency	SSADH deficiency|SSADHD	[小慢] コハク酸セミアルデヒド脱水素酵素欠損症	SSADH欠損症	51	MONDO:0010083
2200600	[Shoman] Other disorder of neurotransmitter metabolism and transport		[小慢] 122から127までに掲げるもののほか、神経伝達物質異常症		56	
2200601	[Shoman] Primary hyperchylomicronemia	Primary hyperchylomicronaemia	[小慢] 原発性高カイロミクロン血症		36	
2200602	[Shoman] Familial hypercholesterolemia	Familial hypercholesterolaemia|FH	[小慢] 家族性高コレステロール血症		34	MONDO:0005439|MONDO:0007750|MONDO:0016525
2200603	[Shoman] Familial combined hyperlipidemia	Familial combined hyperlipidaemia|FCHL	[小慢] 家族性複合型高脂血症		35	MONDO:0001336
2200604	[Shoman] Abetalipoproteinemia	Abetalipoproteinaemia	[小慢] 無βリポタンパク血症		38	MONDO:0008692
2200605	[Shoman] HDL deficiency	high density lipoprotein deficiency	[小慢] 高比重リポタンパク欠乏症	HDL欠乏症	37	MONDO:0017773|MONDO:0100189
2200606	[Shoman] Other disorder of lipid metabolism		[小慢] 129から133までに掲げるもののほか、脂質代謝異常症		39	
2200607	[Shoman] Ehlers-Danlos syndrome	EDS	[小慢] エーラス・ダンロス症候群	Ehlers-Danlos症候群	31	MONDO:0020066
2200608	[Shoman] Lipoid proteinosis		[小慢] リポイドタンパク症		32	MONDO:0009530
2200609	[Shoman] Other connective tissue disorder		[小慢] 135及び136に掲げるもののほか、結合組織異常症		33	
2200610	[Shoman] Congenital porphyria		[小慢] 先天性ポルフィリン症		11	MONDO:0019142
2200611	[Shoman] Alpha-1-antitrypsin deficiency	AATD|α-1-antitrypsin deficiency	[小慢] α1-アンチトリプシン欠損症		23	MONDO:0013282
2200612	[Shoman] Megaloblastic anemia	Megaloblastic anaemia	[小慢] 巨赤芽球性貧血		10	MONDO:0001700
2200613	[Shoman] Acquired pure red cell aplasia		[小慢] 後天性赤芽球癆		26	MONDO:0020338
2200614	[Shoman] Congenital red cell aplasia	Diamond-Blackfan anaemia	[小慢] 先天性赤芽球癆	ダイアモンド・ブラックファン貧血|Diamond-Blackfan貧血	27	MONDO:0015253
2200615	[Shoman] Congenital dyserythropoietic anemia	Congenital dyserythropoietic anaemia|CDA	[小慢] 先天性赤血球形成異常性貧血		43	MONDO:0019403
2200616	[Shoman] Sideroblastic anemia	Sideroblastic anaemia	[小慢] 鉄芽球性貧血		46	MONDO:0015194
2200617	[Shoman] Congenital atransferrinemia	Congenital atransferrinaemia	[小慢] 無トランスフェリン血症		50	MONDO:0008846
2200618	[Shoman] Cold agglutinin disease	CAD	[小慢] 寒冷凝集素症		21	MONDO:0018922
2200619	[Shoman] Paroxysmal cold hemoglobinuria	PCH|Paroxysmal cold haemoglobinuria	[小慢] 発作性寒冷ヘモグロビン尿症		22	MONDO:0019533
2200620	[Shoman] Other autoimmune hemolytic anemia	Other autoimmune haemolytic anaemia	[小慢] 7及び8に掲げるもののほか、自己免疫性溶血性貧血		23	
2200621	[Shoman] Paroxysmal nocturnal hemoglobinuria	PNH|Paroxysmal nocturnal haemoglobinuria	[小慢] 発作性夜間ヘモグロビン尿症		48	MONDO:0018641
2200622	[Shoman] Hereditary spherocytosis	HS	[小慢] 遺伝性球状赤血球症		1	MONDO:0019350
2200623	[Shoman] Hereditary stomatocytosis		[小慢] 口唇赤血球症		4	MONDO:0020102
2200624	[Shoman] Sickle cell disease	SCD	[小慢] 鎌状赤血球症		2	MONDO:0011382
2200625	[Shoman] Unstable hemoglobin disease	Unstable haemoglobin disease	[小慢] 不安定ヘモグロビン症		7	MONDO:0020459
2200626	[Shoman] Thalassemia	Thalassaemia	[小慢] サラセミア		5	MONDO:0000984
2200627	[Shoman] Glucose-6-phosphate dehydrogenase deficiency		[小慢] グルコース-6-リン酸脱水素酵素欠乏症		3	MONDO:0005775
2200628	[Shoman] Hemolytic anemia due to red cell pyruvate kinase deficiency	Hemolytic anaemia due to red cell pyruvate kinase deficiency	[小慢] ピルビン酸キナーゼ欠乏性貧血		6	MONDO:0009950
2200629	[Shoman] Other hereditary hemolytic anemia	Other hereditary haemolytic anaemia	[小慢] 11から17までに掲げるもののほか、遺伝性溶血性貧血		8	
2200636	[Shoman] Hemolytic anemia	Haemolytic anaemia	[小慢] 溶血性貧血（脾機能亢進症によるものに限る。）		52	MONDO:0003664
2200638	[Shoman] Microangiopathic hemolytic anemia	Microangiopathic haemolytic anaemia|MAHA	[小慢] 微小血管障害性溶血性貧血		47	
2200643	[Shoman] Polycythemia vera	Polycythaemia vera|PV	[小慢] 真性多血症		25	MONDO:0009891
2200644	[Shoman] Familial polycythemia	Familial polycythaemia	[小慢] 家族性赤血球増加症		9	MONDO:0001115
2200645	[Shoman] Immune thrombocytopenic purpura		[小慢] 免疫性血小板減少性紫斑病		16	MONDO:0008558
2200646	[Shoman] Other thrombocytopenic purpura		[小慢] 23に掲げるもののほか、血小板減少性紫斑病		17	
2200649	[Shoman] Thrombotic thrombocytopenic purpura		[小慢] 血栓性血小板減少性紫斑病		18	MONDO:0018896
2200650	[Shoman] Thrombocytopenia due to hypersplenism		[小慢] 血小板減少症（脾機能亢進症によるものに限る。）		15	
2200651	[Shoman] Congenital amegakaryocytic thrombocytopenia	CAMT|Congenital amegakaryocytic thrombocytopaenia	[小慢] 先天性無巨核球性血小板減少症		41	MONDO:0011469
2200652	[Shoman] Fanconi anemia	Fanconi anaemia	[小慢] ファンコニ貧血	Fanconi貧血	42	MONDO:0019391
2200653	[Shoman] Cyclic thrombocytopenia		[小慢] 周期性血小板減少症		24	MONDO:0008556
2200654	[Shoman] May-Hegglin anomaly		[小慢] メイ・ヘグリン異常症	May-Hegglin異常症	51	MONDO:0007954
2200655	[Shoman] Essential thrombocythemia	Essential thrombocythaemia|ET	[小慢] 本態性血小板血症		49	MONDO:0005029
2200656	[Shoman] Bernard-Soulier syndrome		[小慢] ベルナール・スーリエ症候群	Bernard-Soulier症候群	13	MONDO:0009276
2200657	[Shoman] Thrombasthenia		[小慢] 血小板無力症		12	MONDO:0010119
2200658	[Shoman] Platelet secretion defects		[小慢] 血小板放出機構異常症		11	
2200659	[Shoman] Other platelet dysfunction		[小慢] 32から34までに掲げるもののほか、血小板機能異常症		14	
2200672	[Shoman] Afibrinogenemia	Afibrinogenaemia|Congenital afibrinogenaemia|Congenital afibrinogenemia	[小慢] 先天性フィブリノーゲン欠乏症	先天性フィブリノゲン欠損症	31	MONDO:0008737
2200673	[Shoman] Hypoprothrombinemia	Hypoprothrombinaemia|Congenital hypoprothrombinaemia|Congenital hypoprothrombinemia	[小慢] 先天性プロトロンビン欠乏症		32	MONDO:0013361
2200674	[Shoman] Factor V deficiency		[小慢] 第V因子欠乏症		33	MONDO:0020586
2200675	[Shoman] Factor VII deficiency		[小慢] 第VII因子欠乏症		34	MONDO:0002244
2200676	[Shoman] Hemophilia A	Haemophilia A|Factor VIII deficiency	[小慢] 血友病Ａ	第VIII因子欠乏症	29	MONDO:0010602
2200677	[Shoman] Hemophilia B	Haemophilia B|Factor IX deficiency	[小慢] 血友病Ｂ	第IX因子欠乏症	30	MONDO:0010604
2200678	[Shoman] Factor X deficiency		[小慢] 第Ⅹ因子欠乏症		35	MONDO:0002247
2200679	[Shoman] Factor XI deficiency		[小慢] 第XI因子欠乏症		36	MONDO:0020587
2200680	[Shoman] Factor XII deficiency		[小慢] 第XII因子欠乏症		37	MONDO:0009315
2200681	[Shoman] Factor XIII deficiency		[小慢] 第XIII因子欠乏症		38	MONDO:0002241|MONDO:0018029
2200682	[Shoman] Von Willebrand disease	VWD	[小慢] フォンウィルブランド病	von Willebrand病	39	MONDO:0024574
2200683	[Shoman] Other inherited bleeding disorder		[小慢] 36から46までに掲げるもののほか、先天性血液凝固因子異常		40	
2200689	[Shoman] Protein C deficiency	Heritable thrombophilia|Congenital protein C deficiency	[小慢] 先天性プロテインC欠乏症		44	MONDO:0019145
2200690	[Shoman] Protein S deficiency	Heritable thrombophilia	[小慢] 先天性プロテインS欠乏症		45	MONDO:0002304
2200691	[Shoman] Antithrombin deficiency	Heritable thrombophilia	[小慢] 先天性アンチトロンビン欠乏症		28	
2200692	[Shoman] Myelofibrosis	MF	[小慢] 骨髄線維症		19	MONDO:0044903
2200693	[Shoman] Aplastic anemia	Aplastic anaemia	[小慢] 再生不良性貧血		20	MONDO:0015909
2200694	[Shoman] X-linked severe combined immunodeficiency	X-SCID	[小慢] X連鎖重症複合免疫不全症		30	MONDO:0010315
2200695	[Shoman] Reticular dysgenesis		[小慢] 細網異形成症		32	MONDO:0009973
2200696	[Shoman] Adenosine deaminase deficiency	ADA deficiency	[小慢] アデノシンデアミナーゼ欠損症	ADA欠損症	29	MONDO:0007064
2200697	[Shoman] Omenn syndrome		[小慢] オーメン症候群	Omenn症候群	31	MONDO:0011338
2200698	[Shoman] Purine nucleoside phosphorylase deficiency		[小慢] プリンヌクレオシドホスホリラーゼ欠損症		35	MONDO:0013171
2200699	[Shoman] CD8 deficiency		[小慢] CD8欠損症		34	MONDO:0012161
2200700	[Shoman] ZAP-70 deficiency		[小慢] ZAP-70欠損症		33	MONDO:0010023
2200701	[Shoman] MHC class I deficiency	Major histocompatibility complex class I deficiency	[小慢] MHCクラスI欠損症		36	MONDO:0011476
2200702	[Shoman] MHC class II deficiency	Major histocompatibility complex class II deficiency	[小慢] MHCクラスII欠損症		37	MONDO:0008855
2200703	[Shoman] Other combined immunodeficiencies	Combined immunodeficiencies	[小慢] 1から9までに掲げるもののほか、複合免疫不全症		38	
2200704	[Shoman] Wiskott-Aldrich syndrome		[小慢] ウィスコット・オルドリッチ症候群	Wiskott-Aldrich症候群	46	MONDO:0010518
2200705	[Shoman] Ataxia telangiectasia		[小慢] 毛細血管拡張性運動失調症		55	MONDO:0008840
2200706	[Shoman] Nijmegen breakage syndrome		[小慢] ナイミーヘン染色体不安定症候群	Nijmegen染色体不安定症候群	52	MONDO:0009623
2200707	[Shoman] Bloom syndrome		[小慢] ブルーム症候群	Bloom症候群	54	MONDO:0008876
2200708	[Shoman] ICF syndrome		[小慢] ICF症候群		45	MONDO:0000133
2200709	[Shoman] PMS2 deficiency		[小慢] PMS2異常症		53	
2200710	[Shoman] RIDDLE syndrome	Radiosensitivity, immunodeficiency dysmorphic features and learning difficulties syndrome	[小慢] RIDDLE症候群		56	MONDO:0012764
2200711	[Shoman] Schimke syndrome		[小慢] シムケ症候群	Schimke症候群	50	MONDO:0009458
2200712	[Shoman] Thymus hypoplasia	DiGeorge syndrome|22q11.2 deletion syndrome	[小慢] 胸腺低形成	22q11.2欠失症候群|ディ・ジョージ症候群	48	MONDO:0008564|MONDO:0008644|MONDO:0018923
2200713	[Shoman] Hyper-IgE syndrome		[小慢] 高IgE症候群		49	MONDO:0018037
2200714	[Shoman] Hepatic veno-occlusive disease with immunodeficiency	VODI	[小慢] 肝中心静脈閉鎖症を伴う免疫不全症		47	MONDO:0009338
2200715	[Shoman] Dyskeratosis congenita		[小慢] 先天性角化異常症	先天性角化不全症	51	MONDO:0015780
2200716	[Shoman] X-linked agammaglobulinemia	X-linked agammaglobulinaemia|XLA	[小慢] X連鎖無ガンマグロブリン血症		2	MONDO:0010421
2200717	[Shoman] Common variable immunodeficiency	CVID	[小慢] 分類不能型免疫不全症		7	MONDO:0015517
2200718	[Shoman] Hyper-IgM syndrome		[小慢] 高IgM症候群		3	MONDO:0003947
2200719	[Shoman] Isolated IgG subclass deficiency		[小慢] IgGサブクラス欠損症		1	MONDO:0013576
2200720	[Shoman] Selective IgA deficiency		[小慢] 選択的IgA欠損症		4	MONDO:0001341
2200721	[Shoman] Specific antibody deficiency with normal Ig concentrations and normal numbers of B cells		[小慢] 特異抗体産生不全症		5	MONDO:0015711
2200722	[Shoman] Transient hypogammaglobulinemia of infancy with normal numbers of B cells	Transient hypogammaglobulinaemia of infancy with normal numbers of B cells	[小慢] 乳児一過性低ガンマグロブリン血症		6	MONDO:0015698
2200723	[Shoman] Other predominantly antibody deficiencies		[小慢] 23から29までに掲げるもののほか、液性免疫不全を主とする疾患		8	
2200724	[Shoman] Chédiak-Higashi syndrome	CHS	[小慢] チェディアック・東症候群	Chediak-Higashi症候群	43	MONDO:0008963
2200725	[Shoman] X-linked lymphoproliferative syndrome	XLP	[小慢] X連鎖リンパ増殖症候群		41	MONDO:0010627
2200726	[Shoman] Autoimmune lymphoproliferative syndrome	ALPS	[小慢] 自己免疫性リンパ増殖症候群	ALPS	42	MONDO:0017979
2200727	[Shoman] Other diseases of immune dysregulation		[小慢] 31から33までに掲げるもののほか、免疫調節障害		44	
2200745	[Shoman] Severe congenital neutropenia		[小慢] 重症先天性好中球減少症		10	MONDO:0018542
2200746	[Shoman] Cyclic neutropenia		[小慢] 周期性好中球減少症		9	MONDO:0008090
2200747	[Shoman] Other congenital defects of neutrophil function		[小慢] 35及び36に掲げるもののほか、慢性の経過をたどる好中球減少症		11	
2200755	[Shoman] Leukocyte adhesion deficiency	LAD	[小慢] 白血球接着不全症		13	MONDO:0017570
2200756	[Shoman] Shwachman-Diamond syndrome	SDS	[小慢] シュワッハマン・ダイアモンド症候群	Shwachman-Diamond症候群	12	MONDO:0009833
2200757	[Shoman] Chronic granulomatous disease	CGD	[小慢] 慢性肉芽腫症		14	MONDO:0018305
2200758	[Shoman] Myeloperoxidase deficiency		[小慢] ミエロペルオキシダーゼ欠損症		15	MONDO:0009694
2200759	[Shoman] Mendelian susceptibility to mycobacterial disease	MSMD	[小慢] メンデル遺伝型マイコバクテリア易感染症		16	MONDO:0019146
2200760	[Shoman] Other congenital defects of phagocyte function		[小慢] 38から42までに掲げるもののほか、白血球機能異常		17	
2200761	[Shoman] Anhidrotic ectodermal dysplasia with immunodeficiency	EDA-ID	[小慢] 免疫不全を伴う無汗性外胚葉形成異常症		24	MONDO:0010293
2200762	[Shoman] IRAK4 deficiency		[小慢] IRAK4欠損症		21	MONDO:0011888
2200763	[Shoman] MyD88 deficiency		[小慢] MyD88欠損症		23	MONDO:0012839
2200764	[Shoman] Chronic mucocutaneous candidiasis	CMC	[小慢] 慢性皮膚粘膜カンジダ症		22	MONDO:0015279
2200765	[Shoman] Other defects in innate immunity		[小慢] 44から47までに掲げるもののほか、自然免疫異常		25	
2200776	[Shoman] Inherited deficiency of complement system		[小慢] 先天性補体欠損症		27	MONDO:0003832
2200795	[Shoman] Hereditary angioedema	C1 inhibitor deficiency	[小慢] 遺伝性血管性浮腫	C1インヒビター欠損症	26	MONDO:0007361|MONDO:0019623
2200796	[Shoman] Other inherited deficiency of complement system		[小慢] 49及び50に掲げるもののほか、先天性補体欠損症		28	
2200805	[Shoman] Hyper eosinophilic syndrome		[小慢] 好酸球増加症		18	MONDO:0015691
2200808	[Shoman] Chronic active EB virus infection	CAEBV	[小慢] 慢性活動性EBウイルス感染症		40	MONDO:0009194
2200809	[Shoman] Acquired immune deficiency syndrome	AIDS	[小慢] 後天性免疫不全症候群		19	MONDO:0012268
2200811	[Shoman] Phenocopies of primary immunodeficiency		[小慢] 後天的な免疫系障害による免疫不全症		20	
2200812	[Shoman] Chronic graft-versus-host disease	Chronic GVHD	[小慢] 慢性移植片対宿主病		39	MONDO:0020547
2200813	[Shoman] Meningoencephalocele		[小慢] 髄膜脳瘤		41	MONDO:0017079
2200814	[Shoman] Myelomeningocele		[小慢] 脊髄髄膜瘤		42	MONDO:0017069|MONDO:0019773
2200815	[Shoman] Spinal lipoma		[小慢] 脊髄脂肪腫		40	MONDO:0001790
2200816	[Shoman] Sacrococcygeal teratoma		[小慢] 仙尾部奇形腫		57	MONDO:0042727
2200817	[Shoman] Lissencephaly		[小慢] 滑脳症		84	MONDO:0018838
2200818	[Shoman] Schizencephaly		[小慢] 裂脳症		93	MONDO:0010011
2200819	[Shoman] Holoprosencephaly		[小慢] 全前脳胞症		88	MONDO:0016296
2200820	[Shoman] Septo-optic dysplasia	De Morsier syndrome|SOD	[小慢] 中隔視神経形成異常症	ドモルシア症候群|de Morsier症候群|中隔視神経異常症|中隔視神経異形成症	91	MONDO:0008428
2200821	[Shoman] Dandy-Walker syndrome		[小慢] ダンディー・ウォーカー症候群	Dandy-Walker症候群	90	MONDO:0009072
2200822	[Shoman] Congenital hydrocephalus		[小慢] 先天性水頭症		89	MONDO:0016349
2200823	[Shoman] Megalencephaly-capillary malformation syndrome	Megalencephaly-capillary malformation-polymicrogyria	[小慢] 巨脳症－毛細血管奇形症候群		86	MONDO:0011240
2200824	[Shoman] Joubert syndrome related disorders		[小慢] ジュベール症候群関連疾患	Joubert症候群関連疾患	23	MONDO:0015369
2200825	[Shoman] Rett syndrome		[小慢] レット症候群	Rett症候群	105	MONDO:0010726
2200826	[Shoman] Tuberous sclerosis complex	TSC|Tuberous sclerosis	[小慢] 結節性硬化症		26	MONDO:0001734|MONDO:0019341
2200827	[Shoman] Neurocutaneous melanosis		[小慢] 神経皮膚黒色症		28	MONDO:0009578
2200828	[Shoman] Gorlin syndrome	Basal cell nevus syndrome	[小慢] ゴーリン症候群	Gorlin症候群|基底細胞母斑症候群	27	MONDO:0007187
2200829	[Shoman] von Hippel-Lindau disease		[小慢] フォンヒッペル・リンドウ病	von Hippel-Lindau病	30	MONDO:0008667
2200830	[Shoman] Sturge-Weber syndrome		[小慢] スタージ・ウェーバー症候群	Sturge-Weber症候群	29	MONDO:0008501
2200831	[Shoman] Werner syndrome		[小慢] ウェルナー症候群	Werner症候群	59	MONDO:0010196
2200832	[Shoman] Cockayne syndrome		[小慢] コケイン症候群	Cockayne症候群	60	MONDO:0016006
2200833	[Shoman] Hutchinson-Gilford syndrome	Hutchinson-Gilford progeria syndrome|HGPS	[小慢] ハッチンソン・ギルフォード症候群		61	MONDO:0008310
2200834	[Shoman] Canavan disease		[小慢] カナバン病	Canavan病	3	MONDO:0010079
2200835	[Shoman] Alexander disease		[小慢] アレキサンダー病	Alexander病	2	MONDO:0008752
2200836	[Shoman] Congenital hypomyelinating leukodystrophy		[小慢] 先天性大脳白質形成不全症		4	MONDO:0019046
2200837	[Shoman] Megaloencephalic leukoencephalopathy with subcortical cysts		[小慢] 皮質下嚢胞をもつ大頭型白質脳症		6	MONDO:0011391
2200838	[Shoman] Vanishing white matter disease		[小慢] 白質消失症		5	MONDO:0011380
2200839	[Shoman] ATR-X syndrome	X-linked a-thalassemia/intellectual disability syndrome	[小慢] ATR-X症候群	X連鎖αサラセミア・精神遅滞症候群	10	MONDO:0010519
2200840	[Shoman] Fragile X syndrome		[小慢] 脆弱Ｘ症候群		37	MONDO:0010383
2200841	[Shoman] Inherited glycosylphosphatidylinositol deficiency	IGD	[小慢] 先天性グリコシルホスファチジルイノシトール欠損症	先天性GPI欠損症	65	MONDO:0024321
2200842	[Shoman] Cerebral creatine deficiency syndrome		[小慢] 脳クレアチン欠乏症候群		83	MONDO:0000456
2200843	[Shoman] Non-syndromic craniosynostosis		[小慢] 非症候性頭蓋骨縫合早期癒合症		35	MONDO:0015337
2200844	[Shoman] Apert syndrome		[小慢] アペール症候群	Apert症候群	33	MONDO:0007041
2200845	[Shoman] Crouzon disease		[小慢] クルーゾン病	Crouzon病	34	MONDO:0007405
2200846	[Shoman] Other craniosynostosis		[小慢] 37から39までに掲げるもののほか、重度の頭蓋骨縫合早期癒合症		36	
2200850	[Shoman] Moyamoya disease		[小慢] もやもや病	ウィリス動脈輪閉塞症	103	MONDO:0016820
2200851	[Shoman] Cerebral arteriovenous malformation	Cerebral AVM	[小慢] 脳動静脈奇形		94	MONDO:0007154
2200852	[Shoman] Cavernous angioma of the brain and spinal cord		[小慢] 海綿状血管腫（脳脊髄）		11	MONDO:0002327
2200853	[Shoman] Spinal muscular atrophy		[小慢] 脊髄性筋萎縮症		43	MONDO:0001516
2200854	[Shoman] Congenital insensitivity to pain with anhidrosis	CIPA	[小慢] 先天性無痛無汗症		49	MONDO:0009746
2200855	[Shoman] Hereditary Motor and Sensory Neuropathy	Charcot-Marie-Tooth disease	[小慢] 遺伝性運動感覚ニューロパチー		48	MONDO:0015358|MONDO:0015626
2200856	[Shoman] Duchenne muscular dystrophy		[小慢] デュシェンヌ型筋ジストロフィー	Duchenne型筋ジストロフィー	16	MONDO:0010679
2200857	[Shoman] Emery-Dreifuss muscular dystrophy		[小慢] エメリー・ドレイフス型筋ジストロフィー	Emery-Dreifuss型筋ジストロフィー	13	MONDO:0016830
2200858	[Shoman] Limb-girdle muscular dystrophy		[小慢] 肢帯型筋ジストロフィー		15	MONDO:0016971
2200859	[Shoman] Facioscapulohumeral muscular dystrophy	FSMD	[小慢] 顔面肩甲上腕型筋ジストロフィー		14	MONDO:0001347
2200860	[Shoman] Fukuyama type congenital muscular dystrophy	FCMD	[小慢] 福山型先天性筋ジストロフィー		17	MONDO:0009678
2200861	[Shoman] Merosin-deficient congenital muscular dystrophy		[小慢] メロシン欠損型先天性筋ジストロフィー		18	MONDO:0011925
2200862	[Shoman] Ullrich congenital muscular dystrophy	Ullrich disease|Ullrich's disease	[小慢] ウルリヒ型先天性筋ジストロフィー	Ullrich型先天性筋ジストロフィー|ウルリッヒ病	12	MONDO:0000355
2200863	[Shoman] Other muscular dystrophy		[小慢] 47から53に掲げるもののほか、筋ジストロフィー		19	
2200867	[Shoman] Myotubular myopathy	X-linked centronuclear myopathy	[小慢] ミオチュブラーミオパチー		54	MONDO:0002921|MONDO:0018947
2200868	[Shoman] Congenital fiber-type disproportion myopathy		[小慢] 先天性筋線維不均等症	先天性筋線維タイプ不均等症	50	MONDO:0009711
2200869	[Shoman] Nemaline myopathy		[小慢] ネマリンミオパチー		52	MONDO:0018958
2200870	[Shoman] Central core disease		[小慢] セントラルコア病		51	MONDO:0007294
2200871	[Shoman] Multicore disease		[小慢] マルチコア病		53	MONDO:0018948
2200872	[Shoman] Minicore myopathy	Mini core disease	[小慢] ミニコア病		55	MONDO:0009712
2200873	[Shoman] Other congenital structural myopathy		[小慢] 56から61までに掲げるもののほか、先天性ミオパチー		56	
2200876	[Shoman] Schwartz-Jampel syndrome	SJS	[小慢] シュワルツ・ヤンペル症候群	Schwartz-Jampel症候群	24	MONDO:0009717
2200877	[Shoman] Severe myoclonic epilepsy in infancy	Dravet syndrome	[小慢] 乳児重症ミオクロニーてんかん	Dravet症候群|ドラベ症候群	74	MONDO:0100135
2200878	[Shoman] West syndrome	Infantile spasms	[小慢] 点頭てんかん	ウエスト症候群|West症候群	73	MONDO:0018097
2200879	[Shoman] Lennox-Gastaut syndrome		[小慢] レノックス・ガストー症候群	Lennox-Gastaut症候群	80	MONDO:0016532
2200880	[Shoman] Unverricht-Lundborg disease	ULD	[小慢] ウンフェルリヒト・ルントボルク病	Unverricht-Lundborg病	31	MONDO:0009698
2200881	[Shoman] Lafora disease		[小慢] ラフォラ病	Lafora病	32	MONDO:0009697
2200882	[Shoman] spinocerebellar degeneration	SCD	[小慢] 脊髄小脳変性症		39	
2200883	[Shoman] Alternating hemiplegia of childhood	AHC	[小慢] 小児交互性片麻痺		25	MONDO:0016241
2200884	[Shoman] Dystonia musculorum deformans		[小慢] 変形性筋ジストニー		101	MONDO:0007492
2200885	[Shoman] Segawa syndrome	Dopamine-responsive dystonia|DRD|Hereditary progressive dystonia with diurnal variation|HPD	[小慢] 瀬川病		100	MONDO:0016812
2200886	[Shoman] Pantothenate kinase-associated neurodegeneration	PKAN	[小慢] パントテン酸キナーゼ関連神経変性症		97	MONDO:0009319
2200887	[Shoman] Infantile neuroaxonal dystrophy	INAD	[小慢] 乳児神経軸索ジストロフィー		96	MONDO:0009739
2200888	[Shoman] Infantile bilateral striatal necrosis	IBSN	[小慢] 乳児両側線条体壊死		82	MONDO:0015518
2200889	[Shoman] Congenital herpes simplex virus infection		[小慢] 先天性ヘルペスウイルス感染症		47	MONDO:0017381
2200890	[Shoman] Congenital rubella syndrome		[小慢] 先天性風疹症候群		46	MONDO:0005713|MONDO:0017361
2200891	[Shoman] Congenital cytomegalovirus infection		[小慢] 先天性サイトメガロウイルス感染症		44	MONDO:0017409
2200892	[Shoman] Congenital toxoplasmosis		[小慢] 先天性トキソプラズマ感染症		45	MONDO:0005715
2200893	[Shoman] Aicardi-Goutières Syndrome	AGS	[小慢] エカルディ・グティエール症候群	Aicardi-Goutieres症候群|Aicardi-Goutières症候群|TREX1欠損症	9	MONDO:0018866
2200899	[Shoman] Subacute sclerosing panencephalitis	SSPE	[小慢] 亜急性硬化性全脳炎		1	MONDO:0009835
2200900	[Shoman] Rasmussen's encephalitis	Rasmussen encephalitis	[小慢] ラスムッセン脳炎	Rasmussen脳炎	104	MONDO:0016019
